Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Pils;Pilsner - German;Stoudts Brewing Co.;Stoudts Brewing Co. Stoudts Pils;Notes:;5.4;25.0;40.0;39;32;7.0;72;15;19;7;24;103.0;7;75.0
Trumer Pils;Pilsner - German;Trumer Brauerei Berkeley;Trumer Brauerei Berkeley Trumer Pils;Notes:;4.8;25.0;40.0;26;25;8.0;37;28;21;2;25;53.0;7;36.0
Krombacher Pils;Pilsner - German;Krombacher Brauerei;Krombacher Brauerei Krombacher Pils;Notes:Krombacher, situated in the beautiful hills of Westfalia, draws upon the local mountain spring water, soft and low in minerals, ideal for brewing a Pilsner style beer. Taste: a wonderful balance of hops and malt with a distinct crispness on the finish.24 IBU\t;4.8;25.0;40.0;35;29;7.0;44;15;6;10;5;76.0;11;71.0
Stiegl Pils;Pilsner - German;Stieglbrauerei zu Salzburg GmbH;Stieglbrauerei zu Salzburg GmbH Stiegl Pils;Notes:;4.9;25.0;40.0;19;25;5.0;32;42;17;0;22;48.0;2;44.0
Rothaus Pils Tannen Zäpfle;Pilsner - German;Badische Staatsbrauerei Rothaus AG;Badische Staatsbrauerei Rothaus AG Rothaus Pils Tannen Zäpfle;Notes:;5.1;25.0;40.0;34;46;2.0;45;18;22;1;23;95.0;4;67.0
SOS (Save Our Shore);Pilsner - German;Abita Brewing Co.;Abita Brewing Co. SOS (Save Our Shore);Notes:This Abita Beer is a message in a bottle...a distress signal for the troubled waters of our Gulf Coast. For every bottle sold Abita will donate 75¢ to the rescue and restoration of the environment, industry and individuals fighting to survive this disastrous oil spill. This unfiltered Weizen Pils is made with Pilsner and Wheat malts. It is hopped and dry hopped with Sterling and German Perle hops. It has a brilliant gold color, a sweet malt flavor, and a pleasant bitterness and aroma.\t;7.0;25.0;40.0;23;42;;61;38;36;4;43;101.0;20;76.0
Summer Pils;Pilsner - German;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Summer Pils;"Notes:A golden Munich-style Helles. Crisp and refreshing, this beer is perfect for a hot summer day. Saint Arnold Summer Pils has a delicate, sweet malt taste complemented by an abundant hop aroma and flavor. This beer is brewed with fine German malt, and a copious quantity of ""noble"" hops imported from the Czech Republic.\t";4.9;25.0;40.0;24;24;8.0;47;24;14;0;12;59.0;2;55.0
Wernesgruner;Pilsner - German;Wernesgrüner Brauerei AG;Wernesgrüner Brauerei AG Wernesgruner;Notes:;4.9;25.0;40.0;18;11;5.0;25;14;6;5;6;38.0;2;43.0
Pilsener;Pilsner - German;Brauerei C. & A. Veltins GmbH & Co.;Brauerei C. & A. Veltins GmbH & Co. Veltins Pilsner;Notes:;4.8;25.0;40.0;31;32;8.0;40;26;11;4;11;69.0;11;
Organic Ur Pils;Pilsner - German;Brauerei Pinkus Mueller;Brauerei Pinkus Mueller Organic Ur Pils;Notes:;5.2;25.0;40.0;42;36;12.0;42;38;31;10;28;91.0;11;95.0
Hans' Pils;Pilsner - German;Real Ale Brewing Company;Real Ale Brewing Company Hans' Pils;Notes:;5.3;25.0;40.0;24;17;9.0;43;19;20;2;20;73.0;10;49.0
Premium Pils;Pilsner - German;Paulaner Brauerei GmbH & Co. KG;Paulaner Brauerei GmbH & Co. KG Paulaner Premium Pils;Notes:;4.9;25.0;40.0;51;32;2.0;52;29;12;5;14;74.0;8;78.0
Elm City Lager;Pilsner - German;New England Brewing Co.;New England Brewing Co. Elm City Lager;Notes:Named after New Havens historic nickname, this is a true German Pilsner made with all German ingredients.\t;5.0;25.0;40.0;38;20;6.0;56;18;21;2;21;79.0;5;56.0
EKU Pils;Pilsner - German;Kulmbacher Brauerei AG;Kulmbacher Brauerei AG EKU Pils;Notes:;5.0;25.0;40.0;32;27;5.0;36;43;18;7;18;58.0;5;70.0
Flensburger Pilsener;Pilsner - German;Flensburger Brauerei GmbH Und Co. KG;Flensburger Brauerei GmbH Und Co. KG Flensburger Pilsener;Notes:;4.8;25.0;40.0;30;28;;68;11;11;5;10;105.0;6;86.0
Dinkelacker CD-Pils;Pilsner - German;Dinkelacker-Schwabenbraeu AG;Dinkelacker-Schwabenbraeu AG Dinkel Acker Cd-Pils;Notes:Named for Carl Dinkelacker.\t;4.9;25.0;40.0;46;34;6.0;46;37;18;8;19;85.0;24;98.0
Pearl-Snap;Pilsner - German;Austin Beerworks;Austin Beerworks Pearl Snap Pils;Notes:;5.3;25.0;40.0;30;25;8.0;44;17;14;5;17;68.0;8;57.0
Simpler Times Pilsner;Pilsner - German;Minhas Craft Brewery;Minhas Craft Brewery Simpler Times Pilsner;Notes:;5.5;;40.0;5;11;7.0;19;30;25;0;32;20.0;3;26.0
Hometown Blonde;Pilsner - German;New Glarus Brewing Company;New Glarus Brewing Company Home Town Blonde;Notes:Embrace a classic! Hometown Blonde is an Old World style pilsner, assertively hopped with four premium hop varieties. Tettnanger, Saaz, Styrian Golding and Strisselpalt varieties all grace this German-style brew with the complex character you enjoy in a classic pilsner.Expect to pour an elegant blonde glass of beer, crowned with a rich head of foam that resonates with our chorus of hops. Although delicate in appearance, our Hometown Blonde has a backbone, but of course that's no surprise in Wisconsin. Enjoy!\t;4.8;250.0;40.0;770;43;9.0;91;36;42;8;50;149.0;22;117.0
Almaza Pilsner Beer;Pilsner - German;Brasserie Almaza S.A.L.;Brasserie Almaza S.A.L. Almaza Pilsner Beer;Notes:;4.2;25.0;40.0;29;22;8.0;27;24;14;3;10;55.0;4;63.0
Braumeister Pils;Pilsner - German;Victory Brewing Company;Victory Brewing Company Braumeister Pils;Notes:;5.5;25.0;40.0;47;20;;48;18;5;5;7;82.0;11;54.0
Wolters Pilsener;Pilsner - German;Hofbrauhaus Wolters GmbH;Hofbrauhaus Wolters GmbH Wolters Pilsener Premium;Notes:Our distinctive Pilsener beer, well balanced bitterness and easy to drink. Gold in colour, fresh and very digestible.\t;4.9;25.0;40.0;170;21;2.0;38;17;4;4;8;56.0;4;44.0
Kulmbacher Edelherb Premium Pils;Pilsner - German;Kulmbacher Brauerei AG;Kulmbacher Brauerei AG Kulmbacher Edelherb Premium Pils;Notes:Our Edelherb is the first Kulmbacher Pils and is brewed according to the original recipe. In memory of the brewing family.\t;4.9;25.0;40.0;47;38;;49;24;10;10;11;;12;
Fuller's London Porter;Porter - English;Fuller Smith & Turner PLC;Fuller Smith & Turner PLC Fuller's London Porter;"Notes:Fuller's London Porter is an award-winning example of this historic English style; smooth and creamy with delicious chocolate and coffee flavors derived from the roasted malt.The griffin Brewery is Chiswick, London, has brewing fine ales since 1654.The Fuller, Smith & Turner partnership dating back to 1845, brews an excellent range of award-winning beers, many of which are available in the U.S. including London Pride pale ale and the Old's original ESB.\t";5.4;200.0;30.0;12;91;6.0;50;64;8;0;19;28.0;9;92.0
Old Engine Oil Black Ale;Porter - English;Harviestoun Brewery Ltd.;Harviestoun Brewery Ltd. Old Engine Oil;Notes:Legend has it that Old Engine Oil was dedicated to our Head Brewer’s love of classic cars. But it’s the thick, dark, chocolatey viscosity that reveals the real inspiration behind the name.\t;6.0;20.0;30.0;9;130;9.0;81;85;12;0;16;48.0;22;154.0
Bully! Porter;Porter - English;Boulevard Brewing Co.;Boulevard Brewing Co. Bully! Porter;Notes:The intense flavors of dark-roasted malt in Boulevard’s rendition of the classic English porter are perfectly balanced by a generous and complex hop character. Bully! Porter’s robust nature makes it the ideal companion to a variety of foods, from seafood to chocolate.49 IBU\t;6.0;20.0;30.0;10;79;14.0;47;52;14;1;13;36.0;14;99.0
Samuel Adams Honey PorterBoston Beer Company (Samuel Adams);Porter - English;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Honey Porter;Notes:;5.45;20.0;30.0;10;66;19.0;61;99;13;1;8;44.0;4;125.0
People's Porter;Porter - English;Foothills Brewing Company;Foothills Brewing Company People's Porter;Notes:People's Porter is a robust English-style brew with a dark, ruby hue. Complex chocolate, caramel and toffee notes give way to an herbal bitterness, finishing with a pleasant hint of espresso.42 IBU\t;5.8;20.0;30.0;13;98;8.0;82;90;13;0;18;58.0;1;147.0
Washington's Porter;Porter - English;Yards Brewing Co.;Yards Brewing Co. General Washington's Tavern Porter;Notes:Formerly General Washington's Tavern PorterDetailed in a letter from the General to his officers during the war, Washington’s recipe employed molasses to aid fermentation and give rich caramel notes to this robust, roasty ale. The recipe reflected his admiration for Philadelphia-style porters, especially those brewed by Robert Hare (whose original brewery stood just blocks from where ours is now). Our Tavern Porter, inspired by Washington’s, is dark, smooth, and complex with just a hint of dried fruit in the finish.\t;7.0;20.0;;13;73;6.0;56;87;22;0;27;24.0;13;139.0
Porter;Porter - English;Mayflower Brewing Company;Mayflower Brewing Company Mayflower Porter;Notes:Taking its cues from “Three Threads”, a bartender’s blend of three distinct ales, Porter became the beer of choice for 18th-century Londoners. Mayflower Porter embraces this history. This complex brew is smooth and full-flavored with notes of roasted coffee beans and bittersweet chocolate that will warm the palate all year long. Mayflower Porter is a rich, complex brew that is smooth and full-flavored. Five varieties of malted barley provide notes of roasted coffee beans and bittersweet chocolate with a hint of smokiness.\t;5.2;;30.0;20;90;9.0;75;53;4;0;3;44.0;13;135.0
Old-Style Porter;Porter - English;St. Peter's Brewery Co Ltd;St. Peter's Brewery Co Ltd St. Peter's Old-Style Porter;Notes:A blend of a mature and young ale creates a porter of traditional character that’s dark cherry in colour and complex in taste. Aromas of liquorice, rum, raisin and chocolate with hints of coffee are in abundance in this full-bodied, warming ale.\t;100.0;20.0;30.0;9;91;13.0;59;62;14;0;20;43.0;19;100.0
Coffee Porter;Porter - English;Meantime Brewing Company Limited;Meantime Brewing Company Limited Coffee Porter;Notes:Whilst we would not recommend having this at breakfast with your bacon and eggs, our Coffee Beer is made with real coffee and has a caffeine hit to match. The natural flavors of the beans selected and hand roasted by our friends at the Union Coffee Roasters go well with the roast barley in the beer to give a silky-smooth drink with distinct chocolate and vanilla notes.\t;6.0;20.0;30.0;17;75;6.0;114;44;10;3;7;33.0;14;174.0
Zwet.Be;Porter - English;Brouwerij Drie Fonteinen;Brouwerij Drie Fonteinen Zwet.Be;Notes:A porter brewed with lambic yeast.\t;;20.0;30.0;23;53;12.0;23;35;70;0;33;6.0;9;67.0
Santa's Butt;Porter - English;Ridgeway Brewing;Ridgeway Brewing Santa's Butt;Notes:;6.0;20.0;30.0;13;69;18.0;59;75;14;0;18;46.0;8;137.0
London Porter;Porter - English;Meantime Brewing Company Limited;Meantime Brewing Company Limited London Porter;Notes:Porter was the great London beer style of the 18th and 19th centuries, when the city was revered as both the brewing capital and trading hub of the world. Named after the legions of porters in her docks, streets and markets who drank this powerful beer to slake their thirst, Meantime London Porter is a classic interpretation of this complex dark beer style.Wonderful with mature cheese, beef, lamb, or as traditionally served, with oysters.\t;6.5;20.0;;10;90;8.0;48;57;9;0;4;22.0;13;123.0
Boxcarr Pumpkin Porter;Porter - English;Starr Hill Brewery;Starr Hill Brewery Box Car Pumpkin Porter;Notes:;5.2;20.0;30.0;20;41;8.0;18;28;7;0;65;13.0;70;59.0
Porter;Porter - English;Green Man Brewery;Green Man Brewery Green Man Porter;Notes:Dark, full-bodied, and rich in flavor, Green Man Porter is wonderfully easy to drink. It offers a creamy, smooth mouthfeel and finishes with distinctive chocolate notes. This traditionally crafted, award-winning British-style Porter, like a true rock star, enjoys a legendary following.\t;6.0;20.0;30.0;9;93;10.0;58;60;10;1;7;43.0;7;120.0
Sly Rye Porter;Porter - English;Yazoo Brewing Company;Yazoo Brewing Company Sly Rye Porter;Notes:A rich, chocolaty English Porter with a clean finish. We use the finest floor-malted Maris Otter malts from England, the same malts used for the best single-malt scotch. A portion of malted rye gives a spicy, slightly dry finish.28 IBU\t;5.7;20.0;30.0;14;77;6.0;33;59;9;0;13;25.0;13;143.0
Publican Porter (Imperial London Porter);Porter - English;Short's Brewing Company;Short's Brewing Company Short's Publican Porter (Imperial London Porter);Notes:A Robust Porter.\t;9.15;20.0;300.0;13;141;29.0;102;91;15;2;23;52.0;18;155.0
Geary's London Porter;Porter - English;D.L. Geary Brewing Company;D.L. Geary Brewing Company Geary's London Style Porter;"Notes:Faithfully recreated by Geary’s, this classic English style has a deep mahogany color and a restrained roasted malt flavor. The result is rich and complex, yet smooth and refreshing. Original gravity - 1045; alcohol by volume - 4.2%; two row English malt (pale, crystal, chocolate and black); Cascade, Willamette and Golding hops.\t";4.2;20.0;30.0;14;90;7.0;82;48;4;0;5;42.0;11;119.0
Original Flag Porter;Porter - English;Darwin Brewery Ltd.;Darwin Brewery Ltd. Original Flag Porter;Notes:;5.0;20.0;30.0;150;84;8.0;55;65;15;0;19;35.0;9;119.0
Black Duck Porter;Porter - English;Greenport Harbor Brewing Company;Greenport Harbor Brewing Company Black Duck Porter;Notes:A black ale that puts the flavor of the malt front and center. It has a mild hop character that balances strong notes of cocoa and hints of coffee. A full-bodied roasty treat that finishes dry. Pairs well with chocolate, BBQ, as well as fresh shellfish.\t;;20.0;30.0;14;85;7.0;78;62;11;0;13;49.0;13;110.0
Kennebunkport Porter;Porter - English;Federal Jack's Restaurant & Brew Pub;Federal Jack's Restaurant & Brew Pub Kennebunkport Porter;Notes:;5.6;20.0;30.0;19;47;6.0;47;32;7;0;8;32.0;4;63.0
Contorter;Porter - English;Ale Asylum;Ale Asylum Contorter;Notes:Our porter is dark in color yet soft on the palate. English chocolate malts give it a complex, rich flavor wrapped in a silky smooth finish.\t;4.8;20.0;30.0;12;117;6.0;65;61;2;0;1;25.0;5;
Entire Butt English Porter;Porter - English;Salopian Brewing Company Ltd;Salopian Brewing Company Ltd Entire Butt English Porter;Notes:Historically the term used to describe a porter blended from a variety of ales, entire butt uses 14 different malts and 3 hops to recreate this forgotten style of porter. The beer is black/brown with a crisp white head and is distinctly vinuous. It has little hop character as essentially the flavour is derived from the malts. Malts used: pale Maris Otter, lager, wheat, pale crystal, dark crystal, dark chocolate, pale chocolate, black, roasted barley, caramalt, torrified wheat, amber malt, brown malt and malted oats.\t;4.8;20.0;30.0;20;100;;85;117;26;0;32;52.0;21;199.0
Porter;Porter - English;St. George Brewing Company, The;St. George Brewing Company, The Porter;Notes:;5.0;20.0;30.0;10;74;12.0;55;62;5;0;5;35.0;6;113.0
Benchwarmer Porter;Porter - English;Cooperstown Brewing Company;Cooperstown Brewing Company Benchwarmer Porter;Notes:;6.3;20.0;30.0;19;64;13.0;55;65;27;0;28;29.0;6;92.0
Black Wych;Porter - English;Wychwood Brewery Company Ltd;Wychwood Brewery Company Ltd Black Wych;Notes:BLACK WYCH A Dark Mysterious Spellbinding PorterBLACK WYCH spellbinding porter , The Black Wych has cast her spell , start with a measure of alluring rich dark malt & allow the bitterness to creep in. This silkily smooth porter is a force to be reckoned with.Brewed primarily for export.\t;5.0;20.0;30.0;15;54;5.0;45;51;13;0;18;26.0;11;77.0
Vanilla Porter;Porter - English;Mill Street Brew Pub;Mill Street Brew Pub Mill Street Vanilla Porter;Notes:;5.0;20.0;30.0;3;76;11.0;34;45;10;0;10;;51;72.0
Old Growler;Porter - English;Nethergate Brewery Co. Ltd.;Nethergate Brewery Co. Ltd. Old Growler;Notes:;5.5;;30.0;10;82;14.0;60;59;22;0;31;31.0;13;141.0
Longfellow;Porter - English;Shipyard Brewing Co.;Shipyard Brewing Co. Longfellow Winter Ale;Notes:;5.8;20.0;30.0;16;74;13.0;66;96;24;2;21;43.0;34;125.0
Rickard's Dark;Porter - English;Molson Coors Canada;Molson Coors Canada Rickard's Dark;Notes:Brewed in the style of English porters, Rickard's Dark is creamy with a smooth finish that holds just a hint of pure Quebec maple syrup.\t;4.8;20.0;30.0;10;57;6.0;31;98;10;0;12;17.0;5;106.0
Shoo-Fly Pie Porter;Porter - English;Lancaster Brewing Company;Lancaster Brewing Company Porter;Notes:Made with eight different malts, four types of hops and a touch of Lancaster County molasses, this tasty brew has a rich brown hue with a medium to full body flavor.\t;;20.0;30.0;9;86;15.0;69;72;3;0;4;;33;137.0
